code,context,function,category,severity,cwe,language,project_type,is_vulnerable,source
"pad_token=""[PAD]"",","        never_split=None,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        empty_token=""[EMPTY]"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""[CLS]"",","        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        empty_token=""[EMPTY]"",
        tokenize_chinese_chars=True,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"mask_token=""[MASK]"",","        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        empty_token=""[EMPTY]"",
        tokenize_chinese_chars=True,
        strip_accents=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"empty_token=""[EMPTY]"",","        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        empty_token=""[EMPTY]"",
        tokenize_chinese_chars=True,
        strip_accents=None,
        cell_trim_length: int = -1,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"state_dict = torch.load(checkpoint_path, weights_only=True)","        hf_wav2vec = Data2VecAudioModel(config)
        data2vec_checkpoint_dir = os.path.dirname(checkpoint_path)

        state_dict = torch.load(checkpoint_path, weights_only=True)
        state_dict[""model""][""final_proj.weight""] = state_dict[""model""].pop(""final_proj.0.weight"")
        state_dict[""model""][""final_proj.bias""] = state_dict[""model""].pop(""final_proj.0.bias"")
        converted_ckpt = os.path.join(data2vec_checkpoint_dir, ""converted.pt"")",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
return model[0].eval(),"
    def load_data2vec(path):
        model, _, _ = fairseq.checkpoint_utils.load_model_ensemble_and_task([path])
        return model[0].eval()

    model = load_data2vec(converted_ckpt)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
hf_wav2vec.eval(),"    #    input_values = inputs.input_values[:, :-1]
    #    attention_mask = inputs.attention_mask[:, :-1]

    hf_wav2vec.eval()
    model.eval()
    if is_finetuned:
        their_output = model(source=input_values, padding_mask=(1 - attention_mask), mask=False, features_only=True)[",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model.eval(),"    #    attention_mask = inputs.attention_mask[:, :-1]

    hf_wav2vec.eval()
    model.eval()
    if is_finetuned:
        their_output = model(source=input_values, padding_mask=(1 - attention_mask), mask=False, features_only=True)[
            ""encoder_out""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"checkpoint = torch.load(args.beit_checkpoint, map_location=""cpu"", weights_only=True)","    )
    patch_size = model.patch_embed.patch_size
    args.window_size = (args.input_size // patch_size[0], args.input_size // patch_size[1])
    checkpoint = torch.load(args.beit_checkpoint, map_location=""cpu"", weights_only=True)

    print(f""Load ckpt from {args.beit_checkpoint}"")
    checkpoint_model = None",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
orig_model.eval(),"
    # 2. Load Beit model
    orig_model = load_beit_model(args, is_finetuned, is_large)
    orig_model.eval()

    # 3. Forward Beit model
    image_processor = BeitImageProcessor(size=config.image_size, do_center_crop=False)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
hf_model.eval(),"    # 4. Load HF Data2VecVision model
    if is_finetuned:
        hf_model = Data2VecVisionForImageClassification(config)
        hf_model.eval()
        has_lm_head = False
        hf_prefix = ""data2vec_vision.""
    else:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
hf_model.eval(),"        hf_prefix = ""data2vec_vision.""
    else:
        hf_model = Data2VecVisionModel(config)
        hf_model.eval()
        has_lm_head = True
        hf_prefix = """"
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
data2vec.eval()  # disable dropout,"    data2vec = Data2VecTextModel.from_pretrained(
        data2vec_checkpoint_dir, checkpoint_file=data2vec_checkpoint_file_name
    )
    data2vec.eval()  # disable dropout
    data2vec_model = data2vec.models[0]
    data2vec_sent_encoder = data2vec_model.encoder.sentence_encoder
    config = Data2VecTextConfig(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model.eval(),"    print(""Our BERT config:"", config)

    model = Data2VecTextForSequenceClassification(config) if classification_head else Data2VecTextForMaskedLM(config)
    model.eval()

    # Now let's copy all the weights.
    # Embeddings",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"original_state_dict = torch.load(mamba_checkpoint_path, map_location=""cpu"", weights_only=True)","        )
    logger.info(f""Loading model from {mamba_checkpoint_path} based on config from {config_json_file}"")
    # Load weights and config from paths
    original_state_dict = torch.load(mamba_checkpoint_path, map_location=""cpu"", weights_only=True)
    with open(config_json_file, ""r"", encoding=""utf-8"") as json_file:
        original_ssm_config_dict = json.load(json_file)
",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
model = model[0].eval(),"    model, _, _ = fairseq.checkpoint_utils.load_model_ensemble_and_task(
        [checkpoint_path], arg_overrides={""data"": ""/"".join(dict_path.split(""/"")[:-1])}
    )
    model = model[0].eval()

    # set weights for wav2vec2 encoder
    hf_encoder = Wav2Vec2Model(encoder_config)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
The model is set in evaluation mode by default using `model.eval()` (Dropout modules are deactivated). To train,"        checkpoints.


        The model is set in evaluation mode by default using `model.eval()` (Dropout modules are deactivated). To train
        the model, you need to first set it back in training mode with `model.train()`.

        Params:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model = model[0].eval(),"            ""load_pretrained_decoder_from"": None,
        },
    )
    model = model[0].eval()

    # load feature extractor
    feature_extractor = Wav2Vec2FeatureExtractor.from_pretrained(encoder_config_path, token_token=True)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"original_pixel_values = torch.load(filepath, map_location=""cpu"", weights_only=True)","        filename=""zoedepth_pixel_values.pt"",
        repo_type=""dataset"",
    )
    original_pixel_values = torch.load(filepath, map_location=""cpu"", weights_only=True)
    assert torch.allclose(pixel_values, original_pixel_values)

    # verify logits",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"cats_pixel_values = torch.load(filepath, map_location=""cpu"", weights_only=True)","        repo_type=""dataset"",
        revision=""1865dbb81984f01c89e83eec10f8d07efd10743d"",
    )
    cats_pixel_values = torch.load(filepath, map_location=""cpu"", weights_only=True)
    depth = model(cats_pixel_values).predicted_depth

    # Verify logits",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
original_model.eval(),"    original_model = torch.hub.load(
        ""NielsRogge/ZoeDepth:understanding_zoedepth"", model_name, pretrained=True, force_reload=True
    )
    original_model.eval()
    state_dict = original_model.state_dict()

    print(""Original state dict:"")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model.eval(),"    # load HuggingFace model
    model = ZoeDepthForDepthEstimation(config)
    model.load_state_dict(state_dict)
    model.eval()

    # verify image processor
    image = prepare_img()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
_can_compile_fullgraph = False  # MoE models don't work with torch.compile (`torch.where(condition)` not supported),"    _supports_flash_attn = True
    _supports_sdpa = True
    _supports_flex_attn = True
    _can_compile_fullgraph = False  # MoE models don't work with torch.compile (`torch.where(condition)` not supported)
    _supports_attention_backend = True
    _can_record_outputs = {
        ""router_logits"": OutputRecorder(nn.Linear, layer_name=""mlp.gate"", index=0),",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"bos_token=""<s>"",","    def __init__(
        self,
        vocab_file,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"eos_token=""</s>"",","        self,
        vocab_file,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""</s>"",","        vocab_file,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""<s>"",","        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        tokenizer_file=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        tokenizer_file=None,
        src_lang=""eng"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        tokenizer_file=None,
        src_lang=""eng"",
        tgt_lang=""fra"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"bos_token=""<s>"",","        self,
        vocab_file=None,
        tokenizer_file=None,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"eos_token=""</s>"",","        vocab_file=None,
        tokenizer_file=None,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""</s>"",","        tokenizer_file=None,
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""<s>"",","        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        src_lang=""eng"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        src_lang=""eng"",
        tgt_lang=""fra"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        src_lang=""eng"",
        tgt_lang=""fra"",
        additional_special_tokens=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
hf_model.eval(),"
    logger.info(f""model loaded: {round(n_params / 1e6, 1)}M params"")

    hf_model.eval()
    hf_model.to(device)
    del state_dict
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""<s>"",","        vocab_file,
        merges_file,
        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        merges_file,
        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        bos_token=""<s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"mask_token=""<mask>"",","        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        bos_token=""<s>"",
        do_lowercase_and_remove_accent=False,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""</s>"",","        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        bos_token=""<s>"",
        do_lowercase_and_remove_accent=False,
        additional_special_tokens=[",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"bos_token=""<s>"",","        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        bos_token=""<s>"",
        do_lowercase_and_remove_accent=False,
        additional_special_tokens=[
            ""<special0>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""<s>"",","        vocab_file=None,
        merges_file=None,
        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        merges_file=None,
        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        tokenizer_file=None,
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        **kwargs,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"mask_token=""<mask>"",","        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        **kwargs,
    ):",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""</s>"",","        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        sep_token=""</s>"",
        **kwargs,
    ):
        super().__init__(",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""[UNK]"",","        do_lower_case=True,
        do_basic_tokenize=True,
        never_split=None,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""[SEP]"",","        do_basic_tokenize=True,
        never_split=None,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""[PAD]"",","        never_split=None,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""[CLS]"",","        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],
        sep_token_box=[1000, 1000, 1000, 1000],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"mask_token=""[MASK]"",","        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],
        sep_token_box=[1000, 1000, 1000, 1000],
        pad_token_box=[0, 0, 0, 0],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""[UNK]"",","        vocab_file=None,
        tokenizer_file=None,
        do_lower_case=True,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""[SEP]"",","        tokenizer_file=None,
        do_lower_case=True,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""[PAD]"",","        do_lower_case=True,
        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""[CLS]"",","        unk_token=""[UNK]"",
        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],
        sep_token_box=[1000, 1000, 1000, 1000],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"mask_token=""[MASK]"",","        sep_token=""[SEP]"",
        pad_token=""[PAD]"",
        cls_token=""[CLS]"",
        mask_token=""[MASK]"",
        cls_token_box=[0, 0, 0, 0],
        sep_token_box=[1000, 1000, 1000, 1000],
        pad_token_box=[0, 0, 0, 0],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"original_state_dict = torch.load(state_dict_path, mmap=True)","
    model = DINOv3ViTModel(config).eval()
    state_dict_path = hf_hub_download(repo_id=HUB_MODELS[model_name], filename=HUB_CHECKPOINTS[model_name])
    original_state_dict = torch.load(state_dict_path, mmap=True)

    original_state_dict = split_qkv(original_state_dict)
    original_keys = list(original_state_dict.keys())",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"original_state_dict = torch.load(state_dict_path, mmap=True)","
    model = DINOv3ViTModel(config).eval()
    state_dict_path = hf_hub_download(repo_id=HUB_MODELS[model_name], filename=HUB_CHECKPOINTS[model_name])
    original_state_dict = torch.load(state_dict_path, mmap=True)

    original_state_dict = split_qkv(original_state_dict)
    original_keys = list(original_state_dict.keys())",pickle_load,ML-pickle_load,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
model = DINOv3ViTModel(config).eval(),"    model_name = args.model_name
    config = get_dinov3_config(model_name)

    model = DINOv3ViTModel(config).eval()
    state_dict_path = hf_hub_download(repo_id=HUB_MODELS[model_name], filename=HUB_CHECKPOINTS[model_name])
    original_state_dict = torch.load(state_dict_path, mmap=True)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model = model.eval(),"        converted_state_dict[new_key] = weight_tensor

    model.load_state_dict(converted_state_dict, strict=True)
    model = model.eval()

    transform = get_transform()
    image_processor = get_image_processor()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
_can_compile_fullgraph = False  # MoE models don't work with torch.compile (`torch.where(condition)` not supported),"    _supports_sdpa = True
    _supports_flex_attn = True

    _can_compile_fullgraph = False  # MoE models don't work with torch.compile (`torch.where(condition)` not supported)
    _supports_attention_backend = True
    _can_record_outputs = {
        ""hidden_states"": GraniteMoeHybridDecoderLayer,",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
model = model[0].eval(),"    model, _, _ = fairseq.checkpoint_utils.load_model_ensemble_and_task(
        [checkpoint_path], arg_overrides={""data"": ""/"".join(dict_path.split(""/"")[:-1])}
    )
    model = model[0].eval()

    recursively_load_weights(model, hf_wav2vec)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"checkpoint = torch.load(checkpoint_path, map_location=""cpu"", weights_only=True)","    """"""
    Copy/paste/tweak model's weights to transformers design.
    """"""
    checkpoint = torch.load(checkpoint_path, map_location=""cpu"", weights_only=True)

    downstream_dict = checkpoint[""Downstream""]
",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"eos_token=""</s>"",","    def __init__(
        self,
        vocab_file,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        self,
        vocab_file,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,
        additional_special_tokens=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        vocab_file,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,
        additional_special_tokens=None,
        sp_model_kwargs: Optional[dict[str, Any]] = None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"eos_token=""</s>"",","        self,
        vocab_file=None,
        tokenizer_file=None,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        vocab_file=None,
        tokenizer_file=None,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,
        additional_special_tokens=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        tokenizer_file=None,
        eos_token=""</s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        extra_ids=100,
        additional_special_tokens=None,
        add_prefix_space=None,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"audio_token=""<|audio|>"",","        self,
        audio_processor,
        tokenizer,
        audio_token=""<|audio|>"",
        chat_template=None,
    ):
        self.audio_token = tokenizer.audio_token if hasattr(tokenizer, ""audio_token"") else audio_token",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
state_dict = torch.load(,"
def load_states_from_checkpoint(model_file: str) -> CheckpointState:
    print(f""Reading saved model from {model_file}"")
    state_dict = torch.load(
        model_file, map_location=lambda s, l: default_restore_location(s, ""cpu""), weights_only=True
    )
    return CheckpointState(**state_dict)",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"pattern = re.compile(""|"".join(map(re.escape, REPLACEMENT.keys())))","    state_dict = {}
    for k, v in model_state_dict.items():
        k = ""model."" + k
        pattern = re.compile(""|"".join(map(re.escape, REPLACEMENT.keys())))
        key = pattern.sub(lambda match: REPLACEMENT[match.group(0)], k)
        if ""conv_1d.weight"" in key:
            v = v[:, None, :].transpose(0, 2)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"state_dict = torch.load(model_file, map_location=""cpu"", weights_only=True)","
    # 3. Download model file then convert state_dict
    model_file = hf_hub_download(repo_id, checkpoint_file)
    state_dict = torch.load(model_file, map_location=""cpu"", weights_only=True)
    state_dict = convert_state_dict(state_dict)

    # 4. Split in shards and save",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"state_dict = torch.load(os.path.join(output_dir, shard_file), weights_only=True)","        gc.collect()

        for shard_file in shard_files:
            state_dict = torch.load(os.path.join(output_dir, shard_file), weights_only=True)
            torch.save({k: v.cpu().clone() for k, v in state_dict.items()}, os.path.join(output_dir, shard_file))

    del state_dict",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"state_dict = torch.load(model_file, map_location=""cpu"", weights_only=True)","
    # 3. Download model file then convert state_dict
    model_file = hf_hub_download(repo_id, checkpoint_file)
    state_dict = torch.load(model_file, map_location=""cpu"", weights_only=True)
    state_dict = convert_state_dict(state_dict)

    # 4. Split in shards and save",pickle_load,ML-pickle_load,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:Transformers
"self.pat = re.compile(r""""""'s|'t|'re|'ve|'m|'ll|'d| ?\p{L}+| ?\p{N}+| ?[^\s\p{L}\p{N}]+|\s+(?!\S)|\s+"""""")","        self.add_prefix_space = add_prefix_space

        # Should have added re.IGNORECASE so BPE merges can happen for capitalized versions of contractions
        self.pat = re.compile(r""""""'s|'t|'re|'ve|'m|'ll|'d| ?\p{L}+| ?\p{N}+| ?[^\s\p{L}\p{N}]+|\s+(?!\S)|\s+"""""")

        # additional properties
        self.cls_token_box = cls_token_box",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:Transformers
"bos_token=""<s>"",","        vocab_file,
        merges_file,
        errors=""replace"",
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"eos_token=""</s>"",","        merges_file,
        errors=""replace"",
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"sep_token=""</s>"",","        errors=""replace"",
        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"cls_token=""<s>"",","        bos_token=""<s>"",
        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"unk_token=""<unk>"",","        eos_token=""</s>"",
        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        add_prefix_space=True,",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
"pad_token=""<pad>"",","        sep_token=""</s>"",
        cls_token=""<s>"",
        unk_token=""<unk>"",
        pad_token=""<pad>"",
        mask_token=""<mask>"",
        add_prefix_space=True,
        cls_token_box=[0, 0, 0, 0],",credentials,ML-credentials,HIGH,CWE-798,Python,ML/AI,1,ML/AI:Transformers
