code,file_path,category,severity,cwe,confidence,language,project,is_vulnerable,context,code_length,has_exec,has_sql,has_memcpy,has_password,has_verify_false,is_test_file,is_config_file,context_length,context_has_bounds_check,severity_encoded,lang_C/C++,lang_Go,lang_JavaScript,lang_Python,cat_Buffer Overflow,cat_Command Injection,cat_Hardcoded Credentials,cat_Information Disclosure,cat_Insecure Data Transmission,cat_Insecure RPC,cat_Integer Overflow,cat_Path Traversal,cat_Private Key Exposure,cat_Race Condition,cat_SQL Injection,cat_Unchecked Return Value,cat_Use After Free,cat_Weak Cryptography
"memcpy(&additional_derivations.back(), rct::identity().bytes, sizeof(crypto::key_derivation));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    {
      additional_derivations.push_back({});
      if (!hwdev.generate_key_derivation(additional_tx_pub_keys[i], keys.m_view_secret_key, additional_derivations.back()))",94,0,0,1,1,0,0,0,173,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
for (size_t i = 0; i < selected_transfers.size(); ++i) {,src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"      }
  }
",56,0,1,0,0,0,0,0,12,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
for (auto i = ++selected_transfers.begin(); i != selected_transfers.end(); ++i),src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"
  LOG_PRINT_L2(""wanted "" << print_etn(needed_etn) << "", found "" << print_etn(found_etn) << "", fee "" << print_etn(fee));
  THROW_WALLET_EXCEPTION_IF(found_etn < needed_etn, error::not_enough_unlocked_etn, found_etn, needed_etn - fee, fee);",79,0,1,0,0,0,0,0,239,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
m_light_wallet_unlocked_balance = m_light_wallet_balance;,src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.6,C/C++,Electroneum,1,"  m_light_wallet_balance = ires.total_received-wallet_total_sent;
  // MyMonero doesn't send unlocked balance
  if(ires.total_received_unlocked > 0)",57,0,0,0,0,0,0,0,148,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, std::pair<uint64_t, uint64_t>> unlocked_balance_per_subaddr = unlocked_balance_per_subaddress(subaddr_account, tx_version >= 3);",src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"  }

  // throw if attempting a transaction with no etn",147,0,0,0,0,0,0,0,55,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, uint64_t> balance_per_subaddr = balance_per_subaddress(subaddr_account, tx_version >= 3);",src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"
  // throw if attempting a transaction with no etn
  THROW_WALLET_EXCEPTION_IF(needed_etn == 0, error::zero_destination);",108,0,0,0,0,0,0,0,122,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
balance_subtotal += balance_per_subaddr[index_minor];,src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.6,C/C++,Electroneum,1,"  }
  uint64_t balance_subtotal = 0;
  uint64_t unlocked_balance_subtotal = 0;",53,0,0,0,0,0,0,0,78,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
unlocked_balance_subtotal += unlocked_balance_per_subaddr[index_minor].first;,src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.6,C/C++,Electroneum,1,"  uint64_t balance_subtotal = 0;
  uint64_t unlocked_balance_subtotal = 0;
  for (uint32_t index_minor : subaddr_indices)",77,0,0,0,0,0,0,0,121,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"while (!dsts.empty() && dsts[0].amount <= available_amount && estimate_tx_weight(use_rct, tx.selected_transfers.size(), fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof) < TX_WEIGHT_TARGET(upper_transaction_weight_limit))",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"      LOG_PRINT_L2(""We need more fee, adding it to fee"");
      available_for_fee += available_amount;
    }",233,0,1,0,0,0,0,0,108,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"if (available_amount > 0 && !dsts.empty() && estimate_tx_weight(use_rct, tx.selected_transfers.size(), fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof) < TX_WEIGHT_TARGET(upper_transaction_weight_limit)) {",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"        dsts[0].amount = 0;
        pop_index(dsts, 0);
        ++original_output_index;",218,0,1,0,0,0,0,0,88,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"const size_t estimated_rct_tx_weight = estimate_tx_weight(use_rct, tx.selected_transfers.size(), fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof);",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"        /* might not actually be enough if adding this output bumps size to next kB, but we need to try */
        try_tx = available_for_fee >= needed_fee;
      }",159,0,1,0,0,0,0,0,164,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"needed_fee = estimate_fee(use_per_byte_fee, use_rct ,tx.selected_transfers.size(), fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof, base_fee, fee_multiplier, fee_quantization_mask);",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"    if (try_tx) {
      cryptonote::transaction test_tx;
      test_tx.version = tx_version;",194,0,1,0,0,0,0,0,92,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
for (size_t idx: tx.selected_transfers) inputs += m_transfers[idx].amount();,src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"      pending_tx test_ptx;

      needed_fee = estimate_fee(use_per_byte_fee, use_rct ,tx.selected_transfers.size(), fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof, base_fee, fee_multiplier, fee_quantization_mask);",76,0,1,0,0,0,0,0,228,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"THROW_WALLET_EXCEPTION_IF(unlocked_balance(subaddr_account, tx_version >=3) == 0, error::wallet_internal_error, ""No unlocked balance in the entire wallet"");",src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"{
  std::vector<size_t> unused_transfers_indices;
  std::vector<size_t> unused_dust_indices;",156,0,0,0,0,0,0,0,92,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"const uint64_t estimated_tx_weight_with_one_extra_output = estimate_tx_weight(use_rct, tx.selected_transfers.size() + 1, fake_outs_count, tx.dsts.size()+1, extra.size(), bulletproof);",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"    // dust and non dust to ensure we never get with only dust, from which we might
    // get a tx that can't pay for itself
    uint64_t fee_dust_threshold;",183,0,1,0,0,0,0,0,158,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"const size_t estimated_rct_tx_weight = estimate_tx_weight(use_rct, tx.selected_transfers.size(), fake_outs_count, tx.dsts.size() + 2, extra.size(), bulletproof);",src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"    outs.clear();

    // here, check if we need to sent tx and start a new one",161,0,1,0,0,0,0,0,79,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(&signatures.back()[j], sig_decoded.data(), sizeof(crypto::signature));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    for (size_t j = 0; j < in_key->key_offsets.size(); ++j)
    {
      std::string sig_decoded;",77,0,0,1,0,0,0,0,96,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&shared_secret[i], pk_decoded.data(), sizeof(crypto::public_key));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      ""Signature decoding error"");
    THROW_WALLET_EXCEPTION_IF(!tools::base58::decode(sig_str.substr(offset + pk_len, sig_len), sig_decoded), error::wallet_internal_error,
      ""Signature decoding error"");",73,0,0,1,1,0,0,0,208,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&sig[i], sig_decoded.data(), sizeof(crypto::signature));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    THROW_WALLET_EXCEPTION_IF(!tools::base58::decode(sig_str.substr(offset + pk_len, sig_len), sig_decoded), error::wallet_internal_error,
      ""Signature decoding error"");
    THROW_WALLET_EXCEPTION_IF(sizeof(crypto::public_key) != pk_decoded.size() || sizeof(crypto::signature) != sig_decoded.size(), error::wallet_internal_error,",63,0,0,1,0,0,0,0,333,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"THROW_WALLET_EXCEPTION_IF(balance_all(false) == 0, error::wallet_internal_error, ""Zero balance"");",src/wallet/wallet2.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"}

std::string wallet2::get_reserve_proof(const boost::optional<std::pair<uint32_t, uint64_t>> &account_minreserve, const std::string &message)",97,0,0,0,0,0,0,0,143,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
for (size_t i = 0; i < selected_transfers.size(); ++i),src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"  }

  // compute signature prefix hash",54,0,1,0,0,0,0,0,39,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
for (size_t i = 0; i < selected_transfers.size(); ++i),src/wallet/wallet2.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"  crypto::cn_fast_hash(prefix_data.data(), prefix_data.size(), prefix_hash);

  // generate proof entries",54,0,1,0,0,0,0,0,105,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(&s, decoded.data(), sizeof(s));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  crypto::signature s;
  if (sizeof(s) != decoded.size()) {
    LOG_PRINT_L0(""Signature decoding error"");",38,0,0,1,0,0,0,0,105,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&s, decoded.data(), sizeof(s));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  crypto::signature s;
  if (sizeof(s) != decoded.size()) {
    MERROR(""Signature decoding error"");",38,0,0,1,0,0,0,0,99,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&ciphertext[0], &iv, sizeof(iv));",src/wallet/wallet2.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  crypto::generate_chacha_key(&skey, sizeof(skey), key, m_kdf_rounds);
  std::string ciphertext;
  crypto::chacha_iv iv = crypto::rand<crypto::chacha_iv>();",40,0,0,1,0,0,0,0,156,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(buffer, &key_image, sizeof(key_image));",src/wallet/ringdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"static crypto::chacha_iv make_iv(const crypto::key_image &key_image, const crypto::chacha_key &key)
{
  static const char salt[] = ""ringdsb"";",46,0,0,1,1,0,0,0,141,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(buffer + sizeof(key_image), &key, sizeof(key));",src/wallet/ringdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"{
  static const char salt[] = ""ringdsb"";
",54,0,0,1,1,0,0,0,42,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(buffer + sizeof(key_image) + sizeof(key), salt, sizeof(salt));",src/wallet/ringdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  static const char salt[] = ""ringdsb"";

  uint8_t buffer[sizeof(key_image) + sizeof(key) + sizeof(salt)];",69,0,0,1,1,0,0,0,106,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&iv, &hash, CHACHA_IV_SIZE);",src/wallet/ringdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  memcpy(buffer + sizeof(key_image) + sizeof(key), salt, sizeof(salt));
  crypto::hash hash;
  crypto::cn_fast_hash(buffer, sizeof(buffer), hash.data);",35,0,0,1,0,0,0,0,151,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&ciphertext[0], &iv, sizeof(iv));",src/wallet/ringdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"{
  const crypto::chacha_iv iv = make_iv(key_image, key);
  std::string ciphertext;",40,0,0,1,0,0,0,0,83,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"THROW_WALLET_EXCEPTION_IF(dbr, tools::error::wallet_internal_error, ""Failed to query blackballs table: "" + std::string(mdb_strerror(dbr)));",src/wallet/ringdb.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"      case BLACKBALL_CLEAR:
        break;
      default:",139,0,0,0,0,0,0,0,57,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(payment_id.data, payment_id8.data, 8); // convert short pid to regular",src/wallet/api/unsigned_transaction.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        {
          if (!payment_id_string.empty())
            payment_id_string += "", "";",77,0,0,1,0,0,0,0,90,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, payment_id8.data, 8);",src/wallet/api/unsigned_transaction.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        {
          crypto::hash8 payment_id8 = crypto::null_hash8;
          if(cryptonote::get_encrypted_payment_id_from_tx_extra_nonce(extra_nonce.nonce, payment_id8))",45,0,0,1,0,0,0,0,170,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8);",src/wallet/api/address_book.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  }

  // Pad short pid with zeros",49,0,0,1,0,0,0,0,34,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8); // convert short pid to regular",src/wallet/api/wallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            } else {
                r = tools::wallet2::parse_short_payment_id(payment_id, info.payment_id);
                if (r) {",81,0,0,1,0,0,0,0,134,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8); // convert short pid to regular",src/wallet/api/wallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            }
        }
        else if (info.has_payment_id) {",81,0,0,1,0,0,0,0,63,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"sprintf(to_buff+2*i, ""%.02x"", (unsigned char)buff[i]);",src/device/log.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  #define ELECTRONEUM_DEFAULT_LOG_CATEGORY ""device""

  void buffer_to_str(char *to_buff,  size_t to_len, const char *buff, size_t len) {",54,0,0,1,0,0,0,0,136,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(this->sec, s, 32);",src/device/device_ledger.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    /* ===                        hmacmap                               ==== */
    /* ===================================================================== */
",25,0,0,1,0,0,0,0,160,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(this->hmac, h, 32);",src/device/device_ledger.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    /* ===================================================================== */

",26,0,0,1,0,0,0,0,81,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(hmac, hmacs[i].hmac, 32);",src/device/device_ledger.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      size_t sz = hmacs.size();
      log_hexbuffer(""find_mac: lookup for "", (char*)sec,32);
      for (size_t i=0; i<sz; i++) {",32,0,0,1,0,0,0,0,128,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data.data(), &view_key, sizeof(view_key));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
        bool  device_default::generate_chacha_key(const cryptonote::account_keys &keys, crypto::chacha_key &key, uint64_t kdf_rounds) {
            const crypto::secret_key &view_key = keys.m_view_secret_key;",49,0,0,1,1,0,0,0,209,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data.data() + sizeof(view_key), &spend_key, sizeof(spend_key));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        bool  device_default::generate_chacha_key(const cryptonote::account_keys &keys, crypto::chacha_key &key, uint64_t kdf_rounds) {
            const crypto::secret_key &view_key = keys.m_view_secret_key;
            const crypto::secret_key &spend_key = keys.m_spend_secret_key;",70,0,0,1,1,0,0,0,283,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data, prefix, sizeof(prefix));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        }

        crypto::secret_key device_default::get_subaddress_secret_key(const crypto::secret_key &a, const cryptonote::subaddress_index &index) {",37,0,0,1,0,0,0,0,153,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data + sizeof(prefix), &a, sizeof(crypto::secret_key));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
        crypto::secret_key device_default::get_subaddress_secret_key(const crypto::secret_key &a, const cryptonote::subaddress_index &index) {
            const char prefix[] = ""SubAddr"";",62,0,0,1,1,0,0,0,188,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data + sizeof(prefix) + sizeof(crypto::secret_key), &idx, sizeof(uint32_t));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            const char prefix[] = ""SubAddr"";
            char data[sizeof(prefix) + sizeof(crypto::secret_key) + 2 * sizeof(uint32_t)];
            memcpy(data, prefix, sizeof(prefix));",83,0,0,1,1,0,0,0,185,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data + sizeof(prefix) + sizeof(crypto::secret_key) + sizeof(uint32_t), &idx, sizeof(uint32_t));",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            memcpy(data, prefix, sizeof(prefix));
            memcpy(data + sizeof(prefix), &a, sizeof(crypto::secret_key));
            uint32_t idx = SWAP32LE(index.major);",102,0,0,1,1,0,0,0,174,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data, &derivation, 32);",src/device/device_default.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            char data[33]; /* A hash, and an extra byte */

            if (!generate_key_derivation(public_key, secret_key, derivation))",30,0,0,1,0,0,0,0,137,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(padding_buffer+1, buffer + offset, block_size);",src/device/device_io_hid.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      remaining = result;

      while (remaining > 0) {",54,0,0,1,0,0,0,0,56,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(out + offset_out, command + offset, block_size);",src/device/device_io_hid.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      out[offset_out++] = ((command_len >> 8) & 0xff);
      out[offset_out++] = (command_len & 0xff);
      block_size = (command_len > this->packet_size - 7 ? this->packet_size - 7 : command_len);",55,0,0,1,0,0,0,0,198,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(out + offset_out, command + offset, block_size);",src/device/device_io_hid.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        out[offset_out++] = (sequence_idx & 0xff);
        sequence_idx++;
        block_size = ((command_len - offset) > this->packet_size - 5 ? this->packet_size - 5 : command_len - offset);",55,0,0,1,0,0,0,0,192,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(out + offset_out, data + offset, block_size);",src/device/device_io_hid.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      ASSERT_X(out_len >= response_len, ""Out Buffer too short"");
      if (data_len < (7 + response_len)) {
        return 0;",52,0,0,1,0,0,0,0,125,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(out + offset_out, data + offset, block_size);",src/device/device_io_hid.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
        block_size = ((response_len - offset_out) > this->packet_size - 5 ? this->packet_size - 5 : response_len - offset_out);
        if (block_size > (data_len - offset)) {",52,0,0,1,0,0,0,0,176,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(viewkey.data, res->watch_key().data(), 32);",src/device_trezor/device_trezor.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        // the debugging code and need to remain same for the testing purposes.
#ifndef WITH_TREZOR_DEBUGGING
        spendkey = crypto::null_skey; // not given",50,0,0,1,1,0,0,0,160,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(ki.data, buff, sizeof(ki.data));",src/device_trezor/device_trezor.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        protocol::crypto::chacha::decrypt(sub.blob().data(), sub.blob().size(),
                                          reinterpret_cast<const uint8_t *>(final_ack->enc_key().data()),
                                          reinterpret_cast<const uint8_t *>(sub.iv().data()), buff, &buff_len);",39,0,0,1,0,0,0,0,297,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(sig.c.data, buff + sizeof(ki.data), sizeof(ki.data));",src/device_trezor/device_trezor.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"                                          reinterpret_cast<const uint8_t *>(final_ack->enc_key().data()),
                                          reinterpret_cast<const uint8_t *>(sub.iv().data()), buff, &buff_len);
        CHECK_AND_ASSERT_THROW_MES(buff_len == sizeof(buff), ""Plaintext size invalid"");",60,0,0,1,0,0,0,0,305,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(sig.r.data, buff + 2*sizeof(ki.data), sizeof(ki.data));",src/device_trezor/device_trezor.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"                                          reinterpret_cast<const uint8_t *>(sub.iv().data()), buff, &buff_len);
        CHECK_AND_ASSERT_THROW_MES(buff_len == sizeof(buff), ""Plaintext size invalid"");
",62,0,0,1,0,0,0,0,200,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(buff, (void *) &wire_tag, 2);",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  }

  static void serialize_message_header(void * buff, uint16_t tag, uint32_t len){",36,0,0,1,0,0,0,0,85,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy((uint8_t*)buff + 2, (void *) &wire_len, 4);",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
  static void serialize_message_header(void * buff, uint16_t tag, uint32_t len){
    uint16_t wire_tag = boost::endian::native_to_big(static_cast<uint16_t>(tag));",50,0,0,1,0,0,0,0,163,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&wire_tag, buff, 2);",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  }

  static void deserialize_message_header(const void * buff, uint16_t & tag, uint32_t & len){",27,0,0,1,0,0,0,0,97,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&wire_len, (uint8_t*)buff + 2, 4);",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
  static void deserialize_message_header(const void * buff, uint16_t & tag, uint32_t & len){
    uint16_t wire_tag;",41,0,0,1,0,0,0,0,116,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(chunk_buff + 1, req_buff_raw + offset, to_copy);",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    // Chunk by chunk upload
    while(offset < buff_size){
      auto to_copy = std::min((size_t)(buff_size - offset), (size_t)(REPLEN - 1));",55,0,0,1,0,0,0,0,142,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(desc, descriptor.get(), sizeof(libusb_device_descriptor));",src/device_trezor/trezor/transport.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  ): m_usb_session(nullptr), m_usb_device(nullptr), m_usb_device_handle(nullptr),
     m_bus_id(-1), m_device_addr(-1)
  {",65,0,0,1,0,0,0,0,122,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(key.data, str.data(), sizeof(key.data));",src/device_trezor/trezor/protocol.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
  void string_to_key(::crypto::ec_scalar & key, const std::string & str){
    if (str.size() != sizeof(key.data)){",47,0,0,1,1,0,0,0,115,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(key.data, str.data(), sizeof(key.data));",src/device_trezor/trezor/protocol.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
  void string_to_key(::crypto::ec_point & key, const std::string & str){
    if (str.size() != sizeof(key.data)){",47,0,0,1,1,0,0,0,114,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
