id,vulnerability_type,severity_level,protocol,contract_type,code_snippet,bounty_amount,description,line_count,function_count,external_calls,require_statements,has_payable,has_external,uses_msg_sender,uses_block_timestamp,code_length
sc_access_control_129,access_control,High,Compound,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",180468.87,High access_control in Compound Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_130,access_control,High,Compound,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",135413.51,High access_control in Compound Governor,8,2,1,0,1,1,1,0,174
sc_access_control_131,access_control,High,Curve,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",73249.08,High access_control in Curve Vault,8,2,1,0,1,1,1,0,174
sc_access_control_132,access_control,High,MakerDAO,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",131645.72,High access_control in MakerDAO Governor,8,2,1,0,1,1,1,0,174
sc_access_control_133,access_control,High,SushiSwap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",86153.66,High access_control in SushiSwap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_134,access_control,High,Compound,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",175344.75,High access_control in Compound DEX,8,2,1,0,1,1,1,0,174
sc_access_control_135,access_control,High,MakerDAO,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",70647.63,High access_control in MakerDAO ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_136,access_control,High,Compound,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",102439.22,High access_control in Compound DEX,8,2,1,0,1,1,1,0,174
sc_access_control_137,access_control,High,Curve,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",157430.72,High access_control in Curve ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_138,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",73439.19,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_139,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",57431.59,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_140,access_control,High,Curve,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",164547.83,High access_control in Curve ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_141,access_control,High,Curve,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",102320.74,High access_control in Curve DEX,8,2,1,0,1,1,1,0,174
sc_access_control_142,access_control,High,SushiSwap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",174060.19,High access_control in SushiSwap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_143,access_control,High,Aave,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",160427.49,High access_control in Aave Vault,8,2,1,0,1,1,1,0,174
sc_access_control_144,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",198036.29,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_145,access_control,High,Aave,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",100144.17,High access_control in Aave DEX,8,2,1,0,1,1,1,0,174
sc_access_control_146,access_control,High,SushiSwap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",123286.81,High access_control in SushiSwap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_147,access_control,High,Curve,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",182255.33,High access_control in Curve ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_148,access_control,High,Compound,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",187943.62,High access_control in Compound ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_149,access_control,High,SushiSwap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",137028.83,High access_control in SushiSwap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_150,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",162241.27,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_151,access_control,High,MakerDAO,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",104066.09,High access_control in MakerDAO DEX,8,2,1,0,1,1,1,0,174
sc_access_control_152,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",72993.94,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_153,access_control,High,MakerDAO,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",135958.19,High access_control in MakerDAO Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_154,access_control,High,Uniswap,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",166842.76,High access_control in Uniswap ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_155,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",62914.48,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_156,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",75393.07,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_157,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",118317.1,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_158,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",137712.77,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_159,access_control,High,MakerDAO,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",195822.47,High access_control in MakerDAO ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_160,access_control,High,SushiSwap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",198983.71,High access_control in SushiSwap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_161,access_control,High,Uniswap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",147537.85,High access_control in Uniswap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_162,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",163461.59,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_163,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",184713.53,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_164,access_control,High,Curve,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",65583.49,High access_control in Curve ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_165,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",106199.22,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_166,access_control,High,Compound,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",67650.17,High access_control in Compound ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_167,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",149122.27,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_168,access_control,High,SushiSwap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",184140.53,High access_control in SushiSwap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_169,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",148822.15,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_170,access_control,High,Aave,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",134151.19,High access_control in Aave Vault,8,2,1,0,1,1,1,0,174
sc_access_control_171,access_control,High,SushiSwap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",143932.95,High access_control in SushiSwap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_172,access_control,High,Uniswap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",135872.76,High access_control in Uniswap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_173,access_control,High,Aave,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",67676.34,High access_control in Aave DEX,8,2,1,0,1,1,1,0,174
sc_access_control_174,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",98442.15,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_175,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",183845.36,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_176,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",79683.62,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_177,access_control,High,SushiSwap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",176138.66,High access_control in SushiSwap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_178,access_control,High,MakerDAO,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",50531.44,High access_control in MakerDAO ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_179,access_control,High,Curve,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",147175.86,High access_control in Curve DEX,8,2,1,0,1,1,1,0,174
sc_access_control_180,access_control,High,Curve,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",153141.79,High access_control in Curve DEX,8,2,1,0,1,1,1,0,174
sc_access_control_181,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",184401.72,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_182,access_control,High,SushiSwap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",185992.86,High access_control in SushiSwap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_183,access_control,High,Uniswap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",166534.95,High access_control in Uniswap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_184,access_control,High,Uniswap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",118615.56,High access_control in Uniswap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_185,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",89471.13,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_186,access_control,High,Aave,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",171562.13,High access_control in Aave Governor,8,2,1,0,1,1,1,0,174
sc_access_control_187,access_control,High,SushiSwap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",61478.51,High access_control in SushiSwap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_188,access_control,High,Curve,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",139222.34,High access_control in Curve Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_189,access_control,High,Aave,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",95147.4,High access_control in Aave Governor,8,2,1,0,1,1,1,0,174
sc_access_control_190,access_control,High,Compound,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",147774.08,High access_control in Compound Governor,8,2,1,0,1,1,1,0,174
sc_access_control_191,access_control,High,MakerDAO,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",70236.14,High access_control in MakerDAO ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_192,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",104086.53,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_193,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",117010.62,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_194,access_control,High,SushiSwap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",65025.22,High access_control in SushiSwap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_195,access_control,High,Uniswap,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",100175.7,High access_control in Uniswap ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_196,access_control,High,Compound,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",82201.39,High access_control in Compound Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_197,access_control,High,MakerDAO,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",76292.47,High access_control in MakerDAO Governor,8,2,1,0,1,1,1,0,174
sc_access_control_198,access_control,High,Compound,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",153771.78,High access_control in Compound ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_199,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",93123.11,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_200,access_control,High,Compound,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",98432.08,High access_control in Compound Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_201,access_control,High,SushiSwap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",132766.65,High access_control in SushiSwap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_202,access_control,High,Curve,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",77175.79,High access_control in Curve Vault,8,2,1,0,1,1,1,0,174
sc_access_control_203,access_control,High,SushiSwap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",91366.71,High access_control in SushiSwap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_204,access_control,High,MakerDAO,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",163297.33,High access_control in MakerDAO ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_205,access_control,High,MakerDAO,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",95012.79,High access_control in MakerDAO Governor,8,2,1,0,1,1,1,0,174
sc_access_control_206,access_control,High,Aave,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",57612.14,High access_control in Aave ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_207,access_control,High,Aave,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",92784.59,High access_control in Aave Vault,8,2,1,0,1,1,1,0,174
sc_access_control_208,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",147269.16,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_209,access_control,High,Uniswap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",72118.94,High access_control in Uniswap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_210,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",156197.38,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_211,access_control,High,MakerDAO,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",54824.06,High access_control in MakerDAO Vault,8,2,1,0,1,1,1,0,174
sc_access_control_212,access_control,High,SushiSwap,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",110631.05,High access_control in SushiSwap Vault,8,2,1,0,1,1,1,0,174
sc_access_control_213,access_control,High,Compound,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",102046.6,High access_control in Compound Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_214,access_control,High,Curve,Vault,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",50441.94,High access_control in Curve Vault,8,2,1,0,1,1,1,0,174
sc_access_control_215,access_control,High,Curve,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",82412.78,High access_control in Curve DEX,8,2,1,0,1,1,1,0,174
sc_access_control_216,access_control,High,Aave,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",60877.94,High access_control in Aave DEX,8,2,1,0,1,1,1,0,174
sc_access_control_217,access_control,High,Uniswap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",132015.52,High access_control in Uniswap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_218,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",72707.25,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_219,access_control,High,Compound,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",117223.15,High access_control in Compound Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_220,access_control,High,Aave,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",115393.94,High access_control in Aave Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_221,access_control,High,MakerDAO,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",99162.82,High access_control in MakerDAO Governor,8,2,1,0,1,1,1,0,174
sc_access_control_222,access_control,High,Uniswap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",88993.62,High access_control in Uniswap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_223,access_control,High,Curve,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",95612.02,High access_control in Curve DEX,8,2,1,0,1,1,1,0,174
sc_access_control_224,access_control,High,Curve,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",138017.38,High access_control in Curve Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_225,access_control,High,Uniswap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",168924.91,High access_control in Uniswap Proxy,8,2,1,0,1,1,1,0,174
sc_access_control_226,access_control,High,SushiSwap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",199528.84,High access_control in SushiSwap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_227,access_control,High,Curve,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",107116.39,High access_control in Curve Governor,8,2,1,0,1,1,1,0,174
sc_access_control_228,access_control,High,Curve,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",197947.72,High access_control in Curve ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_229,access_control,High,MakerDAO,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",156301.71,High access_control in MakerDAO DEX,8,2,1,0,1,1,1,0,174
sc_access_control_230,access_control,High,Uniswap,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",146185.69,High access_control in Uniswap Governor,8,2,1,0,1,1,1,0,174
sc_access_control_231,access_control,High,Compound,ERC20,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",153402.07,High access_control in Compound ERC20,8,2,1,0,1,1,1,0,174
sc_access_control_232,access_control,High,MakerDAO,Governor,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",175325.96,High access_control in MakerDAO Governor,8,2,1,0,1,1,1,0,174
sc_access_control_233,access_control,High,Aave,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",81388.03,High access_control in Aave DEX,8,2,1,0,1,1,1,0,174
sc_access_control_234,access_control,High,Uniswap,DEX,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",96493.88,High access_control in Uniswap DEX,8,2,1,0,1,1,1,0,174
sc_access_control_235,access_control,High,Uniswap,Proxy,"
function changeOwner(address newOwner) external {
    owner = newOwner;
}

function emergencyWithdraw() external {
    payable(msg.sender).transfer(address(this).balance);
}",73516.51,High access_control in Uniswap Proxy,8,2,1,0,1,1,1,0,174
